Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Voces en imágenes,2008,N/A,07 Nov 2008,140 min,Documentary,Alfonso S. Suárez,Alfonso S. Suárez,"Salvador Aldeguer, Salvador Arias, Lorenzo Beteta","This documentary gathers together a series of interviews with the main names in the already long history of dubbing into Spanish. Although dubbing is essential for Spanish audiences, we pretend that the actors carrying out this task with so much dedication and care do not really exist: their names are unknown with very few exceptions. We even take it for granted that it's OK for some foreign actors to share the same voice... Here these terrific professionals narrate their experience of dubbing as they consider what has been lost with recent technological innovations. They have made dubbing a lonely process instead of the communal effort it used to be. Worth watching for anyone interested in cinema, and how it works in dubbing.",Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BYjcwY2M5NzktZDE3NC00YTI3LTljODMtMDk0NTEzMTczNGRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,81,tt1315998,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Golfo,1915,N/A,22 Jan 1915,70 min,"Drama, Romance",Konstadinos Bahatoris,"Konstadinos Bahatoris, Spyridon Peresiadis","Virginia Diamadi, Dionysios Venieris, Olympia Damaskou","In the shadow of Mount Chelmos, the orphaned young shepherdess, Golfo, falls in love with the handsome but impecunious herder, Tasos, and they exchange oaths of eternal devotion. However, as the self-assured chief-shepherd, Kitsos, is pressing Golfo to marry him instead of her secret beau, Kitsos' spiteful first cousin, Stavroula, sets in motion a malevolent plan, bent on separating the ardent lovers. Before long, Tasos breaks his solemn oath, and Golfo, who is on the verge of insanity, contemplates death. Now, only Tasos and the power of true love can save innocent Golfo. Are they meant to be together?",None,Greece,N/A,https://m.media-amazon.com/images/M/MV5BNDU5YmRjOWMtM2M3MS00ODI4LWJkNGItOWZlNWVlMzMyYjk1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,27,tt0123871,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Todo el poder,2000,R,21 Jan 2000,105 min,Crime,Fernando Sariñana,"Fernando Sariñana, Enrique Renteria, Carolina Rivera","Demián Bichir, Cecilia Suárez, Luis Felipe Tovar","Gabriel (Demian Bichir) is a filmmaker in Mexico City, where he is a victim of crime and violence sometimes even three times a day. This is a black comedy that shows the extreme situation Mexico City is leaving as far as crime is concerned, and the tension the city and it's inhabitants live day after day.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BYzEzYjcxYjEtMzcwZS00YmU1LTk2OWYtZDVlMjI5N2UyNTcxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,205",tt0208181,movie,N/A,"$70,920",N/A,N/A,True,PISO 7.pdf,
Vicente Rojo,1965,N/A,N/A,29 min,"Documentary, Short",Juan José Gurrola,Juan García Ponce,"Claudio Obregón, Vicente Rojo",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0413453,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
"España, el siglo XX en color",2022,N/A,21 Dec 2022,N/A,Documentary,N/A,N/A,Elsa Pinillos,N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,17,tt26656002,series,,,,,True,PISO 7.pdf,N/A
Preciosa,2012,Not Rated,25 May 2012,27 min,"Short, Drama, Thriller",Marcello Daciano,Marcello Daciano,"Francisco Ramirez, Jarema Osofsky, Marcos Esteves","Gabriel is hired to illegally cross Yolanda, a 7 year old girl, over the border from Mexico. As a reward he will receive legal US papers; little does he know that it's a darker and deeper secret that Yolanda carries with her over the border.","English, Spanish","United States, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BMTI1OWY0NzgtZTUxZi00NWI2LWJkM2YtNWUyMGYyNDkxYmExXkEyXkFqcGdeQXVyNzUyNjg0OTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,157,tt2342259,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
La Mujer Maravilla Sobre Ruedas,2016,N/A,04 Dec 2016,N/A,Documentary,Omar Camilo,N/A,Ileana Torres Báez,N/A,Spanish,Puerto Rico,N/A,https://m.media-amazon.com/images/M/MV5BMTdhZTViZjktMzYzMS00YjI3LTgxMTgtZTJmOGNlMWYyMDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDY2MjE4NDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6340036,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
En el mundo a cada rato,2004,N/A,19 Nov 2004,116 min,"Documentary, Family","Javier Corcuera, Patricia Ferreira, Javier Fesser","Inés Almirón, Georgina Cisquella, Javier Corcuera",Vicenta N'Dongo,Five documentary shorts about various children from the third world.,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNmEwM2JlNmQtNGRiMC00YjJlLWEzOWUtMDFhNjJhNzJhODIxXkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,99,tt0456940,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Un retrato de Diego,2007,N/A,30 Nov 2007,80 min,"Documentary, Biography","Gabriel Figueroa Flores, Diego López Rivera","Diego López Rivera, Margarita Mansilla","Dolores Del Río, Gabriel Figueroa, Carlos Monsivåis","Documentary film about Diego Rivera produced by his grandson, director Diego Rivera Lopez and released to commemorate the 50th anniversary of Rivera's death. Rivera Lopez says, ""In the 50 years since his death, my father's image has been obscured by the recent presentation of Frida as a heroine, and now I think its time to put him back in perspective.""""A Portrait of Diego"" illustrates the socio-political impact of Rivera's work on a Mexico emerging from the ruin of civil war. It includes interviews with Rivera's daughter, Guadalupe Rivera Marin, the writer Carlos Monsivais and the painter José Luis Cuevas. It includes 40 minutes of film made in 1949 by one of the most important the Mexican photographers of the early 20th century, Manuel Älvarez Bravo (1902-2002). That film was recently discovered in the archives of Rivera's friend, dinematographer Gabriel Figueroa (1907-1997), who photographed some of Luis Buñuels films, including ""Los Olvidados"" (1950),Rivera himself was filmed with a group of women of Tehuantepec, with flower (Alcatraz) sellers in Xochimilco, in his studio while painting a portrait of Dolores del Río and during the construction of his museum, Anahuacalli. There are also scenes of the Palacio de Bellas Artes' commemoration of Rivera's first fifty years as a painter, when more than 500 of his works were shown at that venue.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNWU3ODFlMmItZWJjYS00YjlmLTlmN2UtYzc2YzBmMWRjNmMyXkEyXkFqcGdeQXVyMTM0NzY0ODYw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,30,tt1125915,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
So Right So Smart,2009,N/A,01 Nov 2009,93 min,Documentary,"Justin Maine, Guy Noerr, Leanne Robinson-Maine","Justin Maine, Guy Noerr, David Moore Robinson","Mona Amodeo, Ray Anderson, Janine Benyus","As awareness grows about the consequences of environmental disregard, the sustainability movement is gathering momentum, and the institutions with the furthest reach and the highest stakes - corporations - are being asked by customers to take the lead. Those ahead of the curve already realize that there is a way for industry to permanently coexist with its environment, that fitting in to natural systems is smarter than trying to control them, and that sustainability is the most expansive profit frontier yet to be explored. One business striving for these ideals deserves recognition above the rest for its inspiring leadership: Interface Inc. led by Ray Anderson. What is most remarkable about all companies making this positive shift is not the change of mind - but the change of heart they experience as they realize that environmental stewardship is an ethical imperative for the future.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjIzZDc5MzctZDU5NS00ZDlhLWFhZTctY2ViNDVhYjY4MzU1XkEyXkFqcGdeQXVyMDEyNTY2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,21,tt1311716,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Besos perdidos,1945,N/A,30 Aug 1945,N/A,N/A,Mario Soffici,"André Birabeau, Ramón Gómez Macía","María Duval, Miguel Faust Rocha, Alberto Bello","When a man discovers that he has a daughter, for him absolutely unknown, he tries to recover lost time and absent affection.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BZjVlOTU0ZjItODg4Yi00N2VmLWI3YzktMDNmYjg5Y2JhMjY2XkEyXkFqcGdeQXVyNjg2NjExMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,15,tt0200480,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
