Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,OriginalTitle,totalSeasons
The Goonies,1985,PG,07 Jun 1985,114 min,"Adventure, Comedy, Family",Richard Donner,"Chris Columbus, Steven Spielberg","Sean Astin, Josh Brolin, Jeff Cohen",Mikey and his friends have always wanted to go on an adventure. One night they are all in Mikey's attic and Mikey stumbles across an old map. Mikey has always wanted to know if One-eyed Willy ever was a real person and now he might. They set off and later realize that they have to go through the evil Mama Fratelli's restaurant to get to a secret passage to the caves. As they try to get into the caves Mama Fratelli catches Chunk and he is left behind. He then meets Sloth one of Mama Fratelli's sons with a messed up face. He befriends Sloth. Meanwhile Mama Fratelli and her sons are trying to get to the treasure too. Will the kids make it there before Mama Fratelli does? Will Chuck ever get out of her basement?,"English, Spanish, Cantonese, Italian",United States,4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1OWU4ODEtZmEzMC00NTcwLWFlMWUtYjhlNzExOTIxYzVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.7,"324,418",tt0089218,movie,N/A,"$64,347,714",N/A,N/A,True,"""Goonies, Los""",
Kirikou and the Wild Beasts,2005,TV-MA,07 Dec 2005,75 min,"Animation, Adventure, Family","Bénédicte Galup, Michel Ocelot","Philippe Andrieu, Bénédicte Galup, Marine Locatelli","Pierre-Ndoffé Sarr, Awa Sene Sarr, Robert Liensol","Kirikou's Grandfather says that the story of Kirikou and The Witch was too short, so he proceeds to explain more about Kirikou's accomplishments. We find out how little boy became a gardener, a detective, a maker of pottery, a merchant, a traveler and a doctor.",French,France,1 win total,https://m.media-amazon.com/images/M/MV5BZjRkMDZjYTEtMWVlOC00N2M5LWFlZTEtZTMwOGYyMmM5YzMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"1,895",tt0455142,movie,N/A,N/A,N/A,N/A,True,Kirikou y las bestias salvajes,
Inside Out,2015,PG,19 Jun 2015,95 min,"Animation, Adventure, Comedy","Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen, Meg LeFauve","Amy Poehler, Bill Hader, Lewis Black","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.","English, Portuguese, Latvian",United States,Won 1 Oscar. 99 wins & 118 nominations total,https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,8.1,"905,131",tt2096673,movie,N/A,"$356,461,711",N/A,N/A,True,Intensa mente Inside out,
Flushed Away,2006,PG,03 Nov 2006,85 min,"Animation, Action, Adventure","David Bowers, Sam Fell","Dick Clement, Ian La Frenais, Christopher Lloyd","Hugh Jackman, Kate Winslet, Ian McKellen","Roddy is a decidedly upper-crust ""society mouse"" who lives the life of a beloved pet in a posh Kensington flat. When a sewer rat named Sid comes spewing out of the sink and decides he's hit the jackpot, Roddy schemes to rid himself of the pest by luring him into the ""whirlpool."" Sid may be an ignorant slob, but he's no fool, so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis. There Roddy meets Rita, an enterprising scavenger who works the sewers in her faithful boat, the Jammy Dodger. Roddy immediately wants out, or rather, up; Rita wants to be paid for her trouble; and, speaking of trouble, the villainous Toad - who royally despises all rodents equally, making no distinction between mice and rats--wants them iced... literally. The Toad dispatches his two hapless hench-rats, Spike and Whitey, to get the job done. When they fail, the Toad has no choice but to send to France for his cousin - that dreaded mercenary, Le Frog.",English,"United Kingdom, United States",Nominated for 1 BAFTA Award7 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.6,"147,280",tt0424095,movie,N/A,"$64,665,672",N/A,N/A,True,Lo que al agua se llevó,
The Jungle Book,2016,PG,15 Apr 2016,106 min,"Animation, Action, Adventure",Jon Favreau,"Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley","Living among the wolves in the jungle, young man cub Mowgli quickly learns to live life among his wolf pack and all the animals that inhabit the jungle, but when the villainous tiger Shere Khan threatens Mowgli's life, black panther Bagheera offers to take Mowgli to a nearby man village where he will be safe from the tiger's wrath. Along the way, Mowgli gets tangled up in a series of encounters with a sly snake named Kaa, a swimmingly ruthless gigantopithecus named King Louie and a lazy bear named Baloo, who quickly becomes his guide to the 'bear necessities' of life.",English,"United Kingdom, United States, New Zealand, France, Canada, India",Won 1 Oscar. 33 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"304,379",tt3040964,movie,N/A,"$364,001,123",N/A,N/A,True,"""Libro de la selva, El- The jungle book""",
The Lorax,2012,PG,02 Mar 2012,86 min,"Animation, Adventure, Comedy","Chris Renaud, Kyle Balda","Dr. Seuss, Cinco Paul, Ken Daurio","Zac Efron, Taylor Swift, Danny DeVito","In the walled city of Thneed-Ville, where everything is artificial and even the air is a commodity, a boy named Ted hopes to win the heart of his dream girl, Audrey. When he learns of her wish to see a real tree, Ted seeks out the Once-ler, a ruined old businessman outside of town in a stark wasteland. Upon hearing of how the hermit gave into his greed for profits and devastated the land over the protests of the Lorax, Ted is inspired to undo the disaster. However, the greedy Mayor of Thneed-Ville, Aloysius O'Hare, has made his fortune exploiting the environmental collapse and is determined to stop the boy from undermining his business.",English,"United States, France",4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.4,"142,581",tt1482459,movie,N/A,"$214,494,550",N/A,N/A,True,Lórax en busca de la trúfula perdida Dr. Seuss’,
Story of the Christmas Toys as told by Mel Torme,1990,TV-G,N/A,22 min,"Animation, Short",Lee Hartman,Lee Hartman,Mel Tormé,"One Christmas Eve, Santa makes a big mistake. He leaves a little girl's doll and stuffed cat at the house of the little boy down the street, and the boy's soldiers at the girl's house. The toys come to life and sort it all out, but not before getting into a little mischief. Narrated by Mel Torme, famous singer of The Christmas Song -""Chestnuts roasting by an open fire...""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjc5MzlmNjktMTU2Yi00NGYzLTliMmYtNWI1MTdiOTlkZGJlXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11309078,movie,N/A,N/A,N/A,N/A,True,"""Juguetes de Navidad, Los""",
Barney's Musical Castle,2001,N/A,06 Mar 2001,64 min,Family,Jim Rowley,"Evan Viola, Sheryl Leach (originally developed by), Kathy Parker (originally developed by), Dennis DeShazer (originally developed by)","Bob West, Carey Stinson, Antwaun Steele, Julie Johnson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOGM5NjZjMGQtZDViOC00M2E4LWFhMjctY2ZjYTA2MjExYzI5XkEyXkFqcGdeQXVyMjgzNzY5ODM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9228394,movie,N/A,N/A,N/A,N/A,True,Barney: El castillo musical de Barney en sala,
Lilo & Stitch 2: Stitch Has a Glitch,2005,PG,30 Aug 2005,68 min,"Animation, Comedy, Drama, Family, Sci-Fi","Michael LaBash, Tony Leondis","Tony Leondis (screenplay by), Michael LaBash (screenplay by), Eddie Guzelian (screenplay by), Alexa Junge (screenplay by)","Chris Sanders, Dakota Fanning, Tia Carrere, David Ogden Stiers","Taking place between the original ""Lilo and Stitch"" and ""Stitch: The Movie"", ""Lilo and Stitch 2"" finds the rowdy extraterrestrial getting used to life with his new ohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!","English, French, Spanish",USA,2 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTUzMTAwMjg2M15BMl5BanBnXkFtZTcwMzQyMjAzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}]",N/A,6.3,"12,911",tt0457993,movie,N/A,N/A,N/A,N/A,True,Lilo y Stitch 2 solo en sala,
Lilo & Stitch,2002,PG,21 Jun 2002,85 min,"Animation, Adventure, Comedy","Dean DeBlois, Chris Sanders","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere","In a place far, far away, illegal genetic experiment #626 is detected: Ruthless scientist Dr. Jumba Jookiba has created a strong, intelligent, nearly indestructible and aggressive being with only one known weakness: The high density of his body makes it impossible for the experiment to swim in water. The scientist is sentenced to jail by the Grand Council of the Galactic Federation. The experiment is supposed to be transported to a prison asteroid, yet manages to escape Captain Gantu, who was supposed to deliver him there. With a stolen police cruiser (the red one), the destructive being races towards a little and already doomed planet: Earth. Stranded on Hawaii, experiment #626 can't actually do much harm: water all around, no big cities and two well-equipped representatives of the Galactic Federation already following close behind to catch him again. But Dr. Jookiba and the Earth expert Pleakley never could have guessed that earth girl Lilo adopts the experiment as dog, gives him the name Stitch and actually causes an emotional development in the little beast. Her dysfunctional family, consisting only of Lilo and her sister Nani, is about to be ripped apart by social worker Cobra Bubbles. Stitch as the new family member brings quite some action into all their lifes, and after a while, not even Pleakley and Dr. Jookiba can recognize their former target. But how shall they bring the news of failure to the Grand Councilwoman without being punished?","English, Hawaiian","United States, Japan",Nominated for 1 Oscar. 12 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BYzRiYTA1YTEtMjYwMi00NGVhLThkOGYtZDBlYjNjZDk2NDEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.4,"241,773",tt0275847,movie,N/A,"$145,794,338",N/A,N/A,True,Lilo y Stich solo en sala,
Recess: School's Out,2001,G,16 Feb 2001,82 min,"Animation, Adventure, Comedy",Chuck Sheetz,"Paul Germain, Joe Ansolabehere, Jonathan Greenberg","Andrew Lawrence, Rickey D'Shon Collins, Jason Davis","It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends (the other 5 protagonist children) are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end, TJ and the gang, with the help from the other students, Principal Prickly, Ms. Finster and the other teachers, destroy the laser, Benedict and his henchmen are arrested, and the kids (TJ's buddies) decide to spend their Summer with TJ.",English,"United States, South Korea, Japan",N/A,https://m.media-amazon.com/images/M/MV5BZGNiZmFiZGUtODA2Mi00YjY0LWI1OTEtNWQ5NTdhZTkwM2Y1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.5,"12,268",tt0265632,movie,N/A,"$36,706,141",N/A,N/A,True,Llegó el recreo,
Home Alone,1990,PG,16 Nov 1990,103 min,"Comedy, Family",Chris Columbus,John Hughes,"Macaulay Culkin, Joe Pesci, Daniel Stern","It is Christmas time and the McCallister family is preparing for a vacation in Paris, France. But the youngest in the family, Kevin (Macaulay Culkin), got into a scuffle with his older brother Buzz (Devin Ratray) and was sent to his room, which is on the third floor of his house. Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin, who now has the house all to himself. Being home alone was fun for Kevin, having a pizza all to himself, jumping on his parents' bed, and making a mess. Then, Kevin discovers about two burglars, Harry (Joe Pesci) and Marv (Daniel Stern), about to rob his house on Christmas Eve. Kevin acts quickly by wiring his own house with makeshift booby traps to stop the burglars and to bring them to justice.","English, French",United States,Nominated for 2 Oscars. 13 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzNmNmQ2ZDEtMTc1MS00NjNiLThlMGUtZmQxNTg1Nzg5NWMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.8,"739,162",tt0099785,movie,N/A,"$285,761,243",N/A,N/A,True,Mi pobre angelito 1,
Despicable Me,2010,PG,09 Jul 2010,95 min,"Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio, Sergio Pablos","Steve Carell, Jason Segel, Russell Brand","In a happy suburban neighborhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbors, hidden beneath this house is a vast secret hideout. Surrounded by a small army of minions, we discover Gru (Steve Carell), planning the biggest heist in the history of the world. He is going to steal the moon. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze rays, and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential Dad. The world's greatest villain has just met his greatest challenge: three little girls named Margo (Miranda Cosgrove), Edith (Dana Gaier), and Agnes (Elsie Fisher).",English,"United States, France",Nominated for 1 BAFTA Award3 wins & 41 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"628,264",tt1323594,movie,N/A,"$251,683,815",N/A,N/A,True,Mi villano favorito,
Race to Witch Mountain,2009,PG,13 Mar 2009,98 min,"Action, Adventure, Family",Andy Fickman,"Matt Lopez, Mark Bomback, Alexander Key","Dwayne Johnson, Carla Gugino, AnnaSophia Robb","In Las Vegas, regenerated ex-con Jack Bruno works as a taxi driver. During a UFO Convention at Planet Hollywood, the skeptical Jack picks up Dr. Alex Friedman, who will present a scientific lecture at the event. Then he is pressed by two henchmen of his former boss, the criminal Wolff, who wants to talk to him, but Jack does not want to return to the crime life. Jack fights and gets rid of them; out of the blue, he finds two teenagers on the backseat of his cab. They say they are siblings, Sara and Seth, and they need to travel to a location outside Las Vegas in the middle of nowhere. Meanwhile, the government finds a spacecraft that crashed near Las Vegas and chases the two aliens; after the investigation of the men of Major Henry Burke, they discover that the two siblings are the aliens. Jack Bruno, Sara and Seth are chased by Henry Burke's team and by ""Syphon"", a killer from outer space sent to kill them by their planet's military that wants to invade Earth. Sara and Seth explain that they traveled to Earth to collect scientific data of an experiment and save Earth from invasion, but they need to return immediately to their planet. Jack teams up with Dr. Alex to retrieve their spacecraft in a secret base in Witch Mountain.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.7,"65,859",tt1075417,movie,N/A,"$67,172,594",N/A,N/A,True,"""Montaña embrujada, La""",
Muppets Most Wanted,2014,PG,21 Mar 2014,107 min,"Adventure, Comedy, Crime",James Bobin,"James Bobin, Nicholas Stoller, Jim Henson","Ricky Gervais, Ty Burrell, Tina Fey","Flush with their revival's success, Kermit the Frog and his friends are approached by Dominic Badguy (Ricky Gervais) to go on a world tour. Unbeknownst to them, this is all part of the sinister plan of Constantine, the world's most evil frog, to become the greatest thief of all time. After making sure that Kermit is jailed as him, Constantine impersonates him to use the Muppets' tour as cover for his scheme. While Sam the Eagle and Inspector Jean Pierre Napoleon (Ty Burrell) investigate, the Muppets find their boss seems strangely changed even as Kermit desperately attempts to escape to stop the impostor. Only when Walter, Fozzie, and Animal realize the truth is there a chance to prevent Constantine from pulling off the crime of the century.","English, German",United States,Nominated for 1 BAFTA Award3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNDY2MTE0ODM4NF5BMl5BanBnXkFtZTgwMDI3Mjc2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"39,160",tt2281587,movie,N/A,"$51,183,113",N/A,N/A,True,Muppets 2: Los más buscados,
Max Steel: Dark Rival,2007,N/A,01 Oct 2007,N/A,"Animation, Action, Adventure, Family, Sci-Fi",William Lau,Steven Melching,"Christian Campbell, Alessandro Juliani, Scott McNeil, Lisa Ann Beley",N/A,"English, Portuguese, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BZjFhOWM3OGQtYTZhNC00MDExLWJlNjMtYTc0NjkzYTk0MDI4XkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,49,tt1388781,movie,N/A,N/A,N/A,N/A,True,Max Steel vs. El oscuro enemigo,
Megamind,2010,PG,05 Nov 2010,95 min,"Animation, Action, Adventure",Tom McGrath,"Alan Schoolcraft, Brent Simons","Will Ferrell, Jonah Hill, Brad Pitt","After super-villain Megamind (Ferrell) kills his good-guy nemesis, Metro Man (Pitt), he becomes bored since there is no one left to fight. He creates a new foe, Titan (Hill), who, instead of using his powers for good, sets out to destroy the world, positioning Megamind to save the day for the first time in his life.",English,United States,2 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.3,"322,951",tt1001526,movie,N/A,"$148,415,853",N/A,N/A,True,Megamente,
Bionicle: The Legend Reborn,2009,Not Rated,15 Sep 2009,80 min,"Animation, Action, Adventure, Sci-Fi",Mark Baldo,"Sean Catherine Derek, Christian Faber (concept and characters), Greg Farshtey (story and characters)","Dee Bradley Baker, Jeff Bennett, Jim Cummings, Michael Dorn","Once the ruler of an entire universe, the Great Spirit Mata Nui finds himself cast out of his own body, his spirit trapped inside the fabled Mask of Life, hurtling through space. After landing on the far-away planet of Bara Magna, the mask creates a new body for Mata Nui, who unwillingly gets caught up in the furious battles of the nearly barren and dangerous planet. The locals, called Agori ask for his help against the unrelenting army of the Rock Tribe, called the Skrall and their leader, Tuma. The Glatorian warriors start to train him, teach him how to protect himself, while Mata Nui also adds some of his special powers to their fighting skill. The experienced veteran Ackar, the feisty female Kiina, the young Glatorian Gresh, and a friendly, special beetle named Click aid him on his way. But there is a traitor among the Agori, and bigger secrets lay hidden under the sands of the desert planet. Mata Nui must help his new-found friends, but he also has to find a way to return to his old body and take revenge on the evil being who had banished him.","Spanish, French, English",USA,N/A,https://m.media-amazon.com/images/M/MV5BNTc1NjE2MjY2OV5BMl5BanBnXkFtZTcwMzYxMjQ3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"1,095",tt1473345,movie,N/A,N/A,N/A,N/A,True,"""Bionicle, renace la leyenda""",
Max Steel: Bio Crisis,2008,N/A,01 Oct 2008,47 min,"Animation, Action, Adventure, Family, Sci-Fi",Greg Richardson,Tom Pugsley,"Christian Campbell, Jim Conrad, Alessandro Juliani, Christopher Judge",N/A,Spanish,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzZhYzc5ZGQtMDAzNy00N2VlLWJlNDItMmU0N2IwMWQ2N2ZlXkEyXkFqcGdeQXVyNzY4NjYxMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,51,tt1392738,movie,N/A,N/A,N/A,N/A,True,Max Steel vs La amenaza mutante,
Oz the Great and Powerful,2013,PG,08 Mar 2013,130 min,"Adventure, Family, Fantasy",Sam Raimi,"Mitchell Kapner, David Lindsay-Abaire, L. Frank Baum","James Franco, Michelle Williams, Rachel Weisz","Oscar Diggs (James Franco), a small-time circus magician with dubious ethics, is hurled away from dusty Kansas to the vibrant Land of Oz. At first he thinks he's hit the jackpot-fame and fortune are his for the taking. That all changes, however, when he meets three witches, Theodora (Mila Kunis), Evanora (Rachel Weisz), and Glinda (Michelle Williams), who are not convinced he is the great wizard everyone's been expecting. Reluctantly drawn into the epic problems facing the Land of Oz and its inhabitants, Oscar must find out who is good and who is evil before it is too late. Putting his magical arts to use through illusion, ingenuity-and even a bit of wizardry-Oscar transforms himself not only into the great and powerful Wizard of Oz but into a better man as well.",English,United States,6 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BNDRlOTNlMWMtM2FlMi00MzNiLTk1NzEtNjc3Njg1M2NkNmY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.3,"220,679",tt1623205,movie,N/A,"$234,911,825",N/A,N/A,True,Oz el poderoso,
Oliver & Company,1988,G,18 Nov 1988,74 min,"Animation, Adventure, Comedy",George Scribner,"Jim Cox, Tim Disney, James Mangold","Joey Lawrence, Billy Joel, Cheech Marin","Inspired by Charles Dickens' ""Oliver Twist"". A homeless kitten named Oliver, roams the streets of New York, where he is taken in by a gang of homeless mutts who survive by stealing from others. During one of these criminal acts, Oliver meets a wealthy young girl named Jenny Foxworth. This meeting will forever change his life.",English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTAxMzMwNzQtNGYxNC00OTgwLWI3ZTgtMDBlOTE4MGFkMGEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"56,700",tt0095776,movie,N/A,"$74,151,346",N/A,N/A,True,Oliver y su pandilla,
Home Alone 2: Lost in New York,1992,PG,20 Nov 1992,120 min,"Adventure, Comedy, Crime",Chris Columbus,John Hughes,"Macaulay Culkin, Joe Pesci, Daniel Stern","Kevin McCallister (Macaulay Culkin) is back. But this time he's in New York City with enough cash and credit cards to turn the Big Apple into his own playground. But Kevin won't be alone for long. The notorious Wet Bandits, Harry (Joe Pesci) and Marv (Daniel Stern), still smarting from their last encounter with Kevin, are bound for New York City too, plotting a huge holiday heist. Kevin's ready to welcome them with more battery of booby traps the bumbling bandits will never forget.","English, French, Spanish, Latin",United States,3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOGEyYzRmNzYtYzJjZi00ZjhlLWJiNDktYzZhNTgxMzc1NThlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.9,"451,493",tt0104431,movie,N/A,"$173,585,516",N/A,N/A,True,Mi pobre angelito 2,
The Land Before Time VI: The Secret of Saurus Rock,1998,G,01 Dec 1998,77 min,"Animation, Adventure, Family, Musical",Charles Grosvenor,"Libby Hinson (screenplay), John Loy (screenplay), Judy Freudberg (characters), Tony Geiss (characters)","Thomas Dekker, Kenneth Mars, Anndi McAfee, Aria Noelle Curzon","Grandpa tells Littlefoot about their mythical hero called the Lone Dinosaur. Sarah gets two little lively cousins to take care of. Later, the kids accidentally chip the lucky Saurus Rock, and need to fix it before the bad luck hits.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTkyNDc0NjYxN15BMl5BanBnXkFtZTcwMjUwNDMyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"3,319",tt0167247,movie,N/A,N/A,N/A,N/A,True,Pie pequeño 6 : el secreto de la roca de los...,
Treasure Planet,2002,PG,29 Nov 2002,95 min,"Animation, Action, Adventure","Ron Clements, John Musker","Ron Clements, John Musker, Rob Edwards","Joseph Gordon-Levitt, Emma Thompson, Martin Short","In this science fiction rendering of the classic novel ""Treasure Island"", Jim Hawkins (Joseph Gordon-Levitt) is a rebellious teen seen by the world as an aimless slacker. After he receives a map from a dying pirate, he embarks on an odyssey across the universe to find the legendary Treasure Planet.",English,United States,Nominated for 1 Oscar. 1 win & 14 nominations total,https://m.media-amazon.com/images/M/MV5BN2VjNjk5MTAtNDE3Ni00NjczLWFhN2EtNGQ1ZmZmOWRjZjIyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.2,"146,751",tt0133240,movie,N/A,"$38,176,783",N/A,N/A,True,"""Planeta del tesoro, el""",
The Land Before Time XI: Invasion of the Tinysauruses,2005,G,11 Jan 2005,82 min,"Animation, Adventure, Family, Musical",Charles Grosvenor,John Loy (screenplay),"Aaron Spann, Jeff Bennett, Aria Noelle Curzon, Michael Clarke Duncan","While trying to obtain ""Tree Sweets"", Littlefoot into the tree and knocks down all the blossoms, which attract the tiny dinosaurs, Tinysauruses. They devour the plants and disappear. But Littlefoot isn't blamed for the disappearance. Instead of taking the blame, he accidentally makes the adults go into a ""Get Frankenstein"" frenzy when they believe the tiny dinosaurs were the main cause. Now Littlefoot and his friends must protect the tiny herd, and in the end learn the value of honesty.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDAwODY5NzY3OF5BMl5BanBnXkFtZTcwNzM3NTcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"1,706",tt0424228,movie,N/A,N/A,N/A,N/A,True,Pie pequeño 11 : La invasión de los pequeños...,
