Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Ghost in the Shell 2: Innocence,2004,PG-13,24 Sep 2004,100 min,"Animation, Drama, Mystery",Mamoru Oshii,"Shirow Masamune, Mamoru Oshii","Akio Ôtsuka, Atsuko Tanaka, Tamio Ôki","Batô is a living cyborg. His whole body, even his arms and legs, are entirely man-made. What only remains are traces of his brain and the memories of a woman. In an era when the boundary between humans and machines has become infinitely vague, Humans have forgotten that they are humans. This is the debauchery of the lonesome ghost of a man, who nevertheless seeks to retain humanity. Innocence... Is what life is.","Japanese, Cantonese, English",Japan,6 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzQ5Y2NkYjktMjhlNS00YWQ2LTg0ZDItZjFmZGE0ZDE3MWQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.4,"42,438",tt0347246,movie,N/A,"$1,334,074",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Lauf um Dein Leben - Vom Junkie zum Ironman,2008,N/A,24 Apr 2008,96 min,"Biography, Drama, Sport",Adnan Köse,"Fritjof Hohagen, Adnan Köse","Max Riemelt, Jasmin Schwiers, Uwe Ochsenknecht",He lived the junkie's life as a heroin addict. Triathlon transformed him. Biopic of the record breaking Ironman Andreas Niedrig.,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BYzA3YjNjZDAtYWU2MC00YmIyLTkzMjEtOGE5YmIyZmYxODIzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,269,tt0954542,movie,N/A,N/A,StudioCanal,N/A,True,PRESTAMO EN SALA 2026.pdf,
The Lego Movie,2014,PG,07 Feb 2014,100 min,"Animation, Action, Adventure","Phil Lord, Christopher Miller","Phil Lord, Christopher Miller, Dan Hageman","Chris Pratt, Will Ferrell, Elizabeth Banks","The LEGO Movie is a 3D animated film which follows lead character, Emmet a completely ordinary LEGO mini-figure who is identified as the most ""extraordinary person"" and the key to saving the Lego universe. Emmet and his friends go on an epic journey to stop the evil tyrant, Lord Business.",English,"United States, Denmark, Australia, Norway",Nominated for 1 Oscar. 72 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.7,"411,857",tt1490017,movie,N/A,"$257,966,122",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
"Kamen Rider Zero-One: What Will Pop Out of the Kangaroo? Think About It by Yourself! Yes! It Must Be Me, Aruto!",2019,N/A,26 Dec 2019,N/A,"Short, Action",N/A,N/A,"Fumiya Takahashi, Ryutaro Okada, Noa Tsurushima, Daisuke Nakagawa",N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BY2RiNjMyNDMtZWFhYS00NzhmLWIyMDgtYWY5YmM5MTIwZWMxXkEyXkFqcGdeQXVyNzkyMDA5MTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11574558,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
One Piece,1999–,TV-14,20 Oct 1999,24 min,"Animation, Action, Adventure",N/A,Eiichirô Oda,"Mayumi Tanaka, Akemi Okamura, Tony Beck","There once lived a pirate named Gol D. Roger. He obtained wealth, fame, and power to earn the title of Pirate King. When he was captured and about to be executed, he revealed that his treasure called One Piece was hidden somewhere at the Grand Line. This made all people set out to search and uncover the One Piece treasure, but no one ever found the location of Gol D. Roger's treasure, and the Grand Line was too dangerous a place to overcome. Twenty-two years after Gol D. Roger's death, a boy named Monkey D. Luffy decided to become a pirate and search for Gol D. Roger's treasure to become the next Pirate King.",Japanese,Japan,7 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMTNjNGU4NTUtYmVjMy00YjRiLTkxMWUtNzZkMDNiYjZhNmViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,"341,535",tt0388629,series,,,,,True,PRESTAMO EN SALA 2026.pdf,1
Teenage Mutant Ninja Turtles,2014,PG-13,08 Aug 2014,101 min,"Animation, Action, Adventure",Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner",Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April O'Neil and her cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"English, Japanese",United States,1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.8,"229,104",tt1291150,movie,N/A,"$191,204,754",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Movie Bug's Blu Ray Collection 2016,2016,N/A,24 Apr 2021,60 min,Documentary,N/A,N/A,James Lack,N/A,English,United Kingdom,N/A,N/A,[],N/A,N/A,5,tt15758106,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Appleseed,2004,R,17 Apr 2004,101 min,"Animation, Action, Adventure",Shinji Aramaki,"Shirow Masamune, Haruka Handa, Tsutomu Kamishiro","Ai Kobayashi, Jûrôta Kosugi, Yuki Matsuoka","In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNWMxMzBkMTYtZDNmZS00YWUyLTliYTctY2MzNTY5MmVhMTQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.9,"18,974",tt0401233,movie,N/A,"$129,135",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
The Dark Knight Rises,2012,PG-13,20 Jul 2012,164 min,"Action, Crime, Drama",Christopher Nolan,"Jonathan Nolan, Christopher Nolan, David S. Goyer","Christian Bale, Tom Hardy, Anne Hathaway","Despite his tarnished reputation after the events of The Dark Knight (2008), in which he took the rap for Dent's crimes, Batman feels compelled to intervene to assist the city and its Police force, which is struggling to cope with Bane's plans to destroy the city.","English, Arabic","United States, United Kingdom",Nominated for 1 BAFTA Award45 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.4,"1,974,176",tt1345836,movie,N/A,"$448,149,584",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Búsqueda implacable,1998,N/A,N/A,N/A,Action,Eduardo Martínez,Esteban Rivas,"Alberto Estrella, Sergio Mayer, Benito Raúl Ibarra",N/A,Spanish,Mexico,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,16,tt0355301,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Cars 2,2011,G,24 Jun 2011,106 min,"Animation, Adventure, Comedy","John Lasseter, Bradford Lewis","Ben Queen, John Lasseter, Bradford Lewis","Owen Wilson, Larry the Cable Guy, Michael Caine","The famous race car Lightning McQueen and his team are invited to compete in the World Grand Prix race. There, McQueen's best friend Mater finds himself involved in international espionage, and alongside two professional British spies attempts to uncover a secret plan led by a mysterious mastermind and his criminal gang, which threatens the lives of all competitors in the tournament.","English, Japanese, Italian, French, Russian","United States, Japan, India, United Kingdom, Australia",1 win & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.2,"251,842",tt1216475,movie,N/A,"$191,452,396",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Hannibal,2001,R,09 Feb 2001,131 min,"Crime, Drama, Thriller",Ridley Scott,"Thomas Harris, David Mamet, Steven Zaillian","Anthony Hopkins, Julianne Moore, Gary Oldman","The final chapter of the Dr. Hannibal Lecter quadrilogy, the murdering cannibal. He is presently in Italy, and works as a curator at a museum. Clarice Starling (Julianne Moore), the F.B.I. Agent who he aided to apprehend a serial killer, was placed in charge of an operation, but when one of her men botches it, she's called to the mat by the Bureau. One high ranking official, Paul Krendler (Ray Liotta) has it in for her. But she gets a reprieve because Mason Verger (Gary Oldman), one of Lecter's victims who is looking to get back at Lecter for what Lecter did to him, wants to use Starling to lure him out. When Lecter sends her a note, she learns that he's in Italy, so she asks the Police to keep an eye out for him. But a corrupt Policeman, who wants to get the reward that Verger placed on him, tells Verger where he is, but they fail to get him. Later, Verger decides to frame Starling, which makes Lecter return to the U.S., and the race to get Lecter begins.","English, Italian, Japanese","United Kingdom, Italy, United States",9 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BYTk3NGUzOWYtNTU5Yy00ZDNjLTg1YzItZDlmNWRhMmVlZTMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.8,"311,689",tt0212985,movie,N/A,"$165,092,268",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Torino Criminale parte 1,2019,N/A,03 Jan 2019,N/A,Drama,"Marco Volturno, Leonardo d'Augelli",Leonardo d'Augelli,"Gennaro Aragione, Lucas Caruso, Pier Casazza","A story full of intrigue between the boss Salvatore Reale and ""Don Mimmo""'s wife Beatrice who have a love story and which will see the two devise a plan to eliminate her husband. Before the Events of Turin Criminal Blood revenge.",N/A,Italy,N/A,https://m.media-amazon.com/images/M/MV5BZDkxNDQ1ZTYtZWMyZS00MmU4LThiOGUtNTNmYjg2Y2MwMjg5XkEyXkFqcGdeQXVyMTc4MzUyODgx._V1_SX300.jpg,[],N/A,N/A,54,tt32298338,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,19 Nov 2010,146 min,"Adventure, Family, Fantasy",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","Voldemort's (Ralph Fiennes') power is growing stronger. He now has control over the Ministry of Magic and Hogwarts. Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) decide to finish Dumbledore's (Sir Michael Gambon's) work and find the rest of the Horcruxes to defeat the Dark Lord. But little hope remains for the trio and the rest of the Wizarding World, so everything they do must go as planned.","English, Latin","United Kingdom, United States",Nominated for 2 Oscars. 15 wins & 55 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.7,"659,115",tt0926084,movie,N/A,"$296,374,621",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Entrei em Pânico ao Saber o que Vocês Fizeram na Sexta-feira 13 do Verão Passado Parte 2 - A Hora da Volta da Vingança dos Jogos Mortais de Halloween,2011,N/A,03 Jul 2011,82 min,"Comedy, Horror",Felipe M. Guerra,Felipe M. Guerra,"Eliseu Demari, Niandra Sartori, Rodrigo Guerra","Seven years after the massacre of the first film, the survivors Niandra and Eliseu still fear the return of Geison, the terrible psychopath who mutilated his friends on a Friday the 13th. New murders start happening in the small town of Carlos Barbosa, putting a new generation of victims as targets of the killer. But who is behind that ""Scream"" mask?",Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BMDU1YzM2MzAtODNiYi00NmRmLWI5OGUtMWU2MThkYzNhMjg1XkEyXkFqcGdeQXVyNTQ3OTYwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,46,tt2508618,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,15 Jul 2011,130 min,"Adventure, Family, Fantasy",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) continue their quest of finding and destroying Voldemort's (Ralph Fiennes') three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins, and life as they know it will never be the same again.","English, Latin","United Kingdom, United States",Nominated for 3 Oscars. 49 wins & 96 nominations total,https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.1,"1,035,967",tt1201607,movie,N/A,"$381,884,297",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Jurassic Park,1993,PG-13,11 Jun 1993,127 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Michael Crichton, David Koepp","Sam Neill, Laura Dern, Jeff Goldblum","Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals, along with his two grandchildren, to join him at Jurassic Park. But will everything go according to plan? A park employee attempts to steal dinosaur embryos, critical security systems are shut down and it now becomes a race for survival with dinosaurs roaming freely over the island.","English, Spanish",United States,Won 3 Oscars. 44 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,8.2,"1,167,043",tt0107290,movie,N/A,"$407,185,075",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Monsters University,2013,G,21 Jun 2013,104 min,"Animation, Adventure, Comedy",Dan Scanlon,"Dan Scanlon, Daniel Gerson, Robert L. Baird","Billy Crystal, John Goodman, Steve Buscemi","Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) are an inseparable pair, but that wasn't always the case. From the moment these two mismatched monsters met, they couldn't stand each other. This movie unlocks the door to how Mike and Sully overcame their differences and became the best of friends.",English,United States,Nominated for 2 BAFTA 9 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"421,121",tt1453405,movie,N/A,"$268,492,764",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Kill Bill: Vol. 1,2003,R,10 Oct 2003,111 min,"Action, Crime, Thriller",Quentin Tarantino,"Quentin Tarantino, Uma Thurman","Uma Thurman, David Carradine, Daryl Hannah","The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.","English, Japanese, French",United States,Nominated for 5 BAFTA 30 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.2,"1,295,392",tt0266697,movie,N/A,"$70,099,045",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Sólo se muere dos veces,1997,N/A,10 Feb 1997,92 min,Comedy,Esteban Ibarretxe,"Jose Miguel Ibarretxe, Esteban Ibarretxe","Juan Inciarte, Álex Angulo, Rosana Pastor",N/A,N/A,Spain,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzlmODI1YWYtZWZmMy00OGIyLTlmNzctN2JkNDY2YjdhMmU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,59,tt0117816,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Kill Bill: Vol. 1,2003,R,10 Oct 2003,111 min,"Action, Crime, Thriller",Quentin Tarantino,"Quentin Tarantino, Uma Thurman","Uma Thurman, David Carradine, Daryl Hannah","The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.","English, Japanese, French",United States,Nominated for 5 BAFTA 30 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.2,"1,295,392",tt0266697,movie,N/A,"$70,099,045",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Dragon Ball Z: Fusion Reborn,1995,PG,04 Mar 1995,51 min,"Animation, Action, Sci-Fi",Shigeyasu Yamauchi,"Akira Toriyama, Takao Koyama","Masako Nozawa, Ryô Horikawa, Takeshi Kusao","When a worker at King Yemma's spiritual check-in station is accidentally covered in spiritual waste, he is transformed into a powerful monster named Janemba, who destroys the barrier between the real world and Other World, allowing the dead to walk the Earth. As the living Z Fighters fend off the dead, it is up to Goku, Pikkon, and Vegeta to stop Janemba.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNjIyNGY0OWYtY2JlNS00ODVjLWJiODEtYWNlNWZjNDMzZjUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"13,732",tt0142236,movie,N/A,"$270,354",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Romans d'adultes Vol. 1&2,2017,N/A,27 Sep 2017,182 min,Documentary,"Béatrice Bakhti, Nasser Bakhti","Béatrice Bakhti, Nasser Bakhti",N/A,N/A,French,Switzerland,N/A,https://m.media-amazon.com/images/M/MV5BM2QyYTNkYjgtMDc2OC00YjZkLWFhMWYtMThjZThlMDdkMTFmXkEyXkFqcGdeQXVyMzkxMDQ3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,7,tt7264332,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Tsubasa RESERVoir CHRoNiCLE,2005–2010,TV-PG,09 Apr 2005,25 min,"Animation, Action, Adventure",N/A,Toshifumi Kawase,"Miyu Irino, Yui Makino, Daisuke Namikawa","Syaoran, a boy who wants to become an archeologist, and Sakura, a princess from the Clow Kingdom, are childhood friends with a close relationship. On a fateful night, Sakura lost all her memories as a result of a conspiracy to obtain her powers. In order to regain her memory, Syaoran seeks help from the witch, Yuuko. Yuuko tells Syaoran that he has to travel from one alternate reality to another to collect fragments of Sakura's memory. However, even if Sakura regains her memory, she will have no recollection of Syaoran. Travelling together with them is Kurogane, a warrior who was exiled from his country, and Fye, a magician who wants to escape from his King. With the help of a magical creature, Mokona, they set off on an exciting journey through time and space.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMTI5NDcwMjA3NF5BMl5BanBnXkFtZTcwMzUxMTI1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,443",tt0477543,series,,,,,True,PRESTAMO EN SALA 2026.pdf,2
Segunda Temporada,2026,N/A,N/A,N/A,"Comedy, Drama",N/A,N/A,"Berta Prieto, Adan Domínguez","In 2024 Barcelona, former literary sensation Paula grapples with unstable gigs and creative drought while navigating a landscape of fading stars and relentless pressure to remain relevant.",Spanish,N/A,N/A,N/A,[],N/A,N/A,N/A,tt38690206,series,,,,,True,PRESTAMO EN SALA 2026.pdf,N/A
Transformers: Dark of the Moon,2011,PG-13,29 Jun 2011,154 min,"Action, Adventure, Comedy",Michael Bay,Ehren Kruger,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson","Autobots Bumblebee, Ratchet, Ironhide, Mirage (aka Dino), Wheeljack (aka Que) and Sideswipe led by Optimus Prime, are back in action taking on the evil Decepticons, who are eager to avenge their recent defeat. The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets, and once again Sam Witwicky has to go to the aid of his robot friends. The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth.","English, Russian","United States, Hong Kong, Cambodia, United Kingdom",Nominated for 3 Oscars. 11 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"453,805",tt1399103,movie,N/A,"$352,390,543",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Attempts for a F(l)ight,2006,N/A,07 Apr 2006,6 min,Short,Christos Netsos,N/A,N/A,N/A,None,Greece,N/A,N/A,[],N/A,N/A,N/A,tt21437598,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Estado de Gracia,2009–,N/A,01 Aug 2012,N/A,Drama,N/A,N/A,"Alejandro Belmonte, Keyla Wood, Veronica Falcón",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BYTNhYWUzNTAtZmFjOS00MzE0LTk3NjAtODExOTdiODY4N2VlXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,9,tt2323614,series,,,,,True,PRESTAMO EN SALA 2026.pdf,N/A
